PCA1,PCA2,PCA3,PCA4
2.55283105290571,-2.50554654828925,0.24027340462958,0.326402712359248
2.02093825684224,-2.0056482796828,-0.107345364287719,-0.807982481534748
3.37765722053097,-1.42837889692336,-0.320007961930103,-0.856844899568157
3.46638051696118,-1.53803366065184,-0.743195554149871,0.581460715917062
4.16102159972206,-1.4679060899872,-0.152588283651622,2.33860961534044
3.30989551770467,-1.09354263586359,-0.156912495649335,-1.67557271832612
3.59259680007607,-1.19747600802368,-0.0654701150486497,-0.445413111138803
3.38353478246951,-1.17909544433084,-0.261746725424041,-0.515192965791914
3.61764922646082,-1.26893146938672,-0.0585578994597985,0.0602584850234407
3.98910645977774,-0.925179766800837,-0.0951523249546268,0.610683435541986
3.68371570445804,-0.966069673934457,-0.062541892667703,-0.202221307626417
3.58008301798359,-0.280512967802052,-0.698096643379106,-0.605095511316233
3.50209369913865,-0.509540539181863,0.0132180303852111,-1.24273350558592
3.38577377985056,-1.47388649424661,-0.495065019664983,-0.728474734003084
3.10548343065651,-0.929181726553002,0.00275384145026995,-1.18790363347173
3.42843343138754,-1.19398806762202,-0.229705516551563,0.36146399375126
3.73142483495567,-0.610447443843124,0.0690411345905191,0.0390339959877618
4.00713582096644,-0.654505737153143,-0.203652560978302,-0.229987575073658
3.5140760888167,-1.05991012496681,-0.125474167792833,-0.414880295896487
3.19934537484329,0.317373949651456,1.42983829718568,0.0144537814341031
3.77699120751036,-0.945008604630633,-0.0143896576280391,-0.00531288121255693
3.95315098585903,-0.861912710780457,-0.613622850462246,-0.546753717479258
3.66125056280798,-0.0521832196776912,-0.19456510556507,0.605669391659977
3.76643041674439,-1.0960920292389,-0.666945493135462,0.387480430302531
3.61127717544695,1.24705859002976,1.91818812822798,-1.46447892964984
3.24538594464941,-0.902649849343429,0.158124722720957,0.364844334150037
3.33361618136674,0.572643025502812,0.699304727081498,-1.32734572055014
3.92788988398284,-0.261511771603264,-0.279389616879888,-0.405399867484961
3.8871974050385,-0.932914480864216,-0.39327601375437,0.908768201159794
3.68740129535898,-1.08449296097026,0.00187251501055574,0.49515524837473
3.3962072275946,-0.865716147482775,-0.621810685673589,-1.31636613317971
3.6394797051641,-1.14068021804837,-0.367495119614983,-0.861820367517898
3.86248563382831,0.729738427441041,1.744189334505,2.03344832262392
3.50233350379927,-1.19815458657611,-0.389135236026658,-0.610516743815939
3.86398585424572,-0.233758035771115,-0.095276348099979,-0.390261432393056
3.77045113444714,-0.608897166556589,0.31423565717898,-0.349749551587411
3.12761509998472,-0.372207051936552,-0.145939462944638,0.398070118061087
3.65783704429235,-0.412382127831391,-0.576129310220271,0.345903368314124
3.45429364678758,-0.848713687993405,-0.198312521661016,-1.01095248002009
3.4399023978029,-0.114836819779756,-0.665703311151352,0.599690263349336
3.57491311165342,-0.243218772932792,-0.896968343889467,-0.237979446102736
3.74273933591303,1.8162311816802,1.64503955102232,-0.52502628442265
3.49446718001465,2.49504212905344,1.1283660436052,1.71431458465152
2.61252693565002,1.85373287966824,-0.390774081600517,0.471237951603137
3.68850446174424,1.99969399840232,1.55536538275815,1.69310223755794
3.34685400354596,2.23432646950035,1.39802443026877,1.25106814470932
3.69601570296728,2.06673457494353,1.82281360659865,-1.1395602875605
3.39076445036356,3.22543266299183,1.10551697701453,1.04674753020935
3.24437502621342,3.45144667464942,0.716463379921813,-0.404511057548332
2.9782615399369,3.42190682199775,1.2331734895164,-0.362874308152639
3.26727690649269,3.30477814034287,1.11641715352861,-1.00498484451694
3.97019189796288,2.75462093056152,1.00544970626822,3.4584403078779
3.3039430187361,3.18541103931723,1.07129163785279,-0.176304260686721
3.56304667248743,3.10680443831046,0.983091511935773,-0.227773379463144
4.24175741441298,2.42855167826058,-0.30964741872867,0.448180721816356
4.14857836342466,1.8109704957821,1.52205515941059,0.380784214211343
3.8675450720352,0.493098894484464,-0.983646271642655,-0.535500726639414
5.24311251928819,2.14362726365231,-1.48925355952033,-0.212432449961404
6.63284981450541,5.83812880639223,-2.65053883037809,0.0388552938857916
6.17849048042106,6.15677789999172,-3.65406564036476,0.327011372391056
6.02525425740882,5.4411696892565,-3.4100508559,2.13328068570669
9.87192033761,24.7229597302498,-24.3376847300156,-3.25297184444412
-4.00005224861721,-0.591538996970383,-0.313299725846202,0.357078278110624
-3.64023496775903,0.118393225249836,1.90586690425082,0.00753760305215603
-3.73001919571863,-0.107879344508494,-0.00030550579077705,-1.07975555538801
-3.59759906211865,-0.286412015120398,-0.833286353419654,-0.953905225032217
-3.60843989992473,-0.0422784554493713,1.32370646315525,0.0444995278680681
-4.0250409275629,-0.483623240117453,-0.367463988848242,-0.173714902377587
-3.18256657340988,-0.676350917754686,-0.289853962966411,0.118045519288344
-4.00065595127225,-0.546716467211002,-0.37277291563756,-0.800224686528586
-3.38880827366262,0.0244687340094967,1.53510217469785,0.209793159033191
-3.81607331408527,-0.491842773639809,-0.273102002469215,1.09622339973864
-3.4433307028184,-0.647542604609581,-0.105146232494255,0.140105668612039
-3.48909558037667,0.0120213184214521,0.986535098972016,-0.383967569667653
-3.10835631466819,-0.88720313040392,0.147649270758601,2.3948788681824
-3.77775058617321,0.577880062320433,1.55762918955527,-0.350208963694208
-3.63073800830235,-0.621898683164486,-0.973912428145197,0.178474174987552
-3.79409170859638,-0.336469243725579,-0.130539114839539,0.544209159698502
-3.87702214718884,-0.323903757548014,0.0665691687309641,-0.417268036235263
-4.04397823103823,-0.381941729154141,-0.392521471602438,-0.880084840934665
-3.93864178870477,-0.332697241481896,-0.510205845199322,0.558008032356068
-4.18755805574485,-0.226160266470206,-0.424870225735537,0.80811263787497
-4.15933845530122,-0.200492569617785,-0.147129060504109,-0.574622775159762
-4.58328618955626,-0.16363845437409,0.163251377298193,-0.239476243400401
-3.54480411632506,-0.781242097142624,-0.503587428447058,2.29341884308574
-4.3046466698985,-0.164606158716842,-0.44475367119372,0.0914400492182525
-4.12666903686484,-0.679747088844573,-0.96756632791964,0.0498836768780769
-3.62969093267059,0.437669206440051,1.43924328833574,-0.320362653638406
-3.53680782593887,-0.708911031178511,-0.519135140236645,0.545022834332472
-4.10721714938902,-0.39943733440115,-0.387673611223475,0.00827235489248156
-4.26771023868375,-0.547736611935823,-0.862061575654461,0.183434930078803
-3.98418489169659,-0.0285473740053822,0.291195456768351,-0.0936351629556872
-3.77865036281705,0.141023992205568,1.43437719109759,-0.621233339087438
-3.92432497155983,-0.254037100180305,0.374454397242643,-0.50539886854406
-3.90089582587885,-0.484910264201374,-0.162747258017036,-1.19328877793468
-4.4282641918309,-0.478383161542525,-0.510728293623421,0.500176216805809
-4.28360174667727,-0.369872677917139,-0.403173438314875,0.0820806189315013
-3.40463981936939,-0.705712333935391,-0.0794051453860956,0.96703452572824
-4.1095381431898,-0.501527043308499,-0.628026206078308,-0.678430313540951
-3.69061063648037,-0.165496580687824,-0.243994530365966,-0.369825588704484
-4.28764112825011,0.202866273128223,0.655637369097654,-1.15911878498477
-3.91788361480701,0.255962717720266,1.28569530560183,-0.06166252372911
-3.7845253426985,-0.87191947388875,-0.80587744123597,-0.441199856590811
-4.00863325388419,-0.00454968143499493,0.64811104023267,-0.24133175819339
-3.98226604880522,0.338618586337226,1.2693252973218,0.689597424716768
-4.00136458925589,-0.589816600279224,-0.593831691809457,-0.0911705484305243
-3.86423885097982,-0.112752625325037,0.635086040885113,0.0369983021585585
-3.92757868914029,0.576257842087002,1.29625145440275,-0.472931959649841
-4.18863384914094,-0.12362189895067,-0.680734891007309,0.0853464325501858
-3.7196880033027,0.537675630638752,1.19815659383252,0.175485609281508
-3.51404792340769,1.11047990600464,1.11442257808447,-0.82877334936933
-4.37468709469755,1.19686628093713,-0.494431597850584,-0.0660084395856834
-4.12220141466253,1.65293486876424,-0.237368468962724,-0.091036699655089
-3.80526990408375,5.62410406116802,-1.07869345444043,-0.397428862987845
-4.08451012792387,5.44363626000028,-0.738853457742837,-0.409049297375559
-3.9697727818143,2.98144235936236,-1.42505248520218,-0.649108330745958
-3.65529670065493,1.68537547371368,0.362130316326078,-0.728316297551949
-3.84362694681628,2.22627706100632,0.180607963077451,0.164172426919712
-3.86761752863677,5.02148985168148,-1.09082933538167,-0.196683877516554
-4.01392176589899,4.10528105554944,-0.558108801581893,-0.0557427960404252
-3.72737545382937,7.10256748853634,-2.68650370398203,0.254992145346249
-3.62404621047424,7.441877893565,-2.70211256017898,0.543672043246328
7.54709239008194,21.2473226036971,-10.9812320512852,-0.348688149517538
